slope,elevation,fracture_density,roughness,slope_variability,instability_index,wetness_index,timestamp,month,day_of_year,season,rainfall,temperature,temperature_variation,freeze_thaw_cycles,seismic_activity,wind_speed,precipitation_intensity,humidity,risk_score,rockfall_event,risk_category
37.94677931137537,1178.8247093297896,4.974423127408775,0.6981647628537134,7.004791857028154,0.4569655188910294,5.424779498229111,2020-01-01 00:00:00.000000000,1,1,1,4.273416914436581,17.91339102484671,16.008446341598095,19,3.357569919269931,14.82179087094622,1.067172044981625,71.41533562392317,0.6127299190010844,1,High
66.1651690920059,2665.3540005376153,8.712581810781703,0.4369603584182397,2.1789500629645104,0.6305463350910102,4.695652084567929,2020-01-01 03:39:08.295691307,1,1,1,11.347629580091832,25.646226766031575,5.015468054385634,9,1.0826688618311817,20.81223362446245,2.5399927951808015,53.41592784894087,0.6743949087146259,1,High
52.07601536024378,1368.0368154823911,5.706098390393104,0.23456428575961968,8.377837942721758,0.4537755715352877,5.449815975926342,2020-01-01 07:18:16.591382615,1,1,1,96.57849658471719,17.191491237667503,11.162930554840985,10,0.32635704565752544,32.027764880545284,12.06735957877184,45.98210506018363,0.7442551771192879,1,High
25.76916700836257,1622.6451433242355,5.371423549302167,0.15720299753061778,6.705943662786552,0.2805456450511292,5.8671145879864195,2020-01-01 10:57:24.887073922,1,1,1,32.04689470051284,22.72458301205473,10.509437030511936,9,0.6766203322758314,50.575946361427384,4.868038845283176,49.311217032852674,0.43907706445156114,1,Medium
14.81459482301084,785.0739881364905,2.7291208750355342,0.4392347964429715,19.292109939834027,0.2768594098145647,7.106829968163692,2020-01-01 14:36:33.182765230,1,1,1,0.7742562433601319,16.907408370949756,4.990046937458477,11,4.196143062852107,23.452816656146105,0.36540877745035105,77.31532848176299,0.3864787720920798,0,Medium
6.20048854648905,2806.258654905092,6.368788756763878,0.895269502045274,15.157543562875857,0.45461153645223024,7.142338903469001,2020-01-01 18:15:41.478456538,1,1,1,69.61656454584977,17.46291724475823,8.516583117787924,12,0.18650566278909275,31.407978404156943,9.705204202991908,70.7624402456365,0.4828411446481388,1,Medium
8.634947171806084,1048.1585820600212,0.9462241746780968,0.48550616183438017,8.471471079589069,0.1716662459194606,5.784089661195162,2020-01-01 21:54:49.774147845,1,1,1,21.086559163493977,18.70262026226791,12.494983039980527,14,5.982982160033389,49.6317629159458,3.3195453796328804,29.672816949578085,0.491170498950403,1,Medium
50.59449893617335,1251.7319551065143,5.808457252807979,0.5018988826541858,7.738503317017127,0.5635246145771415,4.712258760454105,2020-01-02 01:33:58.069839153,1,2,1,62.49502837465394,20.040195106877906,11.587944184602348,14,3.6732220318745563,44.80909576987895,8.478639268904073,59.73238627228709,0.8801426327395656,1,High
24.980399242135416,2256.088140678787,3.827706893525553,0.40133185279362893,7.685896191728116,0.4350880815576582,3.8994151188792974,2020-01-02 05:13:06.365530460,1,2,1,14.868874207168233,18.681851966789505,7.582748012879875,17,3.1576228667481216,31.381857153384495,3.5007227942881576,72.27002745788741,0.5164945179438162,1,Medium
59.649376915733875,1281.8727408451477,6.413689835000897,0.4826637307924499,4.045839098973076,0.5865585649895294,4.8262142357961,2020-01-02 08:52:14.661221768,1,2,1,118.8552936720721,18.534528872304318,17.016211447043453,14,5.589902616587882,8.547830421553478,10.129122744959789,74.90357172106415,1.0,1,High
